NAME_a,NAME_b,F0,ZZ,XX,YY,DISC_DATE,R_LUM,R_LUM14
J0720-3125,hmb+97 ,0.1191736660,4,kv05 ,-0.06,-0.36,8.67,1997,,
J0721-2038,bkl+13 ,64.3401484567,4,bkl+13 ,-0.14,-2.18,10.05,2013,,1.51
J0725-1635,mld+96 ,2.356759664005,6,hlk+04 ,-0.02,-2.17,10.23,1996,30.91,2.55
J0726-2612,bjd+06 ,0.29050272617,4,bjd+06 ,-0.23,-2.51,9.94,2006,,1.68
J0729-1448,mhl+02 ,3.97363549780,19,mhl+02 ,0.07,-2.06,10.21,2002,,5.96
B0727-18,mlt+78 ,1.96016803372,9,hlk+04 ,-0.01,-1.94,9.92,1978,64.51,10.94
J0733-2345,lfl+06 ,0.55671547188,3,lfl+06 ,-0.15,-3.57,10.67,2006,,1.22
J0734-1559,sbd+11 ,6.4,0,sbd+11 ,0.00,-0.00,8.50,2011,,
J0736-6304,bb10 ,0.20563971182,3,jcs+17 ,-0.03,-0.09,8.49,2010,,
J0737-2202,mhl+02 ,3.12142625514,4,mhl+02 ,-0.02,-2.59,10.14,2002,,4.40
J0737-3039A,bdp+03 ,44.054069392744,2,ksm+06 ,-0.09,-1.00,8.96,2003,,1.94
J0737-3039B,lbk+04 ,0.36056035506,1,ksm+06 ,-0.09,-1.00,8.96,2004,,1.57
J0737+69,slr+14 ,0.146536,14,slr+14 ,0.51,0.50,9.26,2014,1.30,
B0736-40,lvw68 ,2.66723578343,5,wmz+01 ,-0.26,-1.52,8.93,1968,486.40,255.23
J0740+41,slr+14 ,318.5510,5,slr+14 ,0.23,0.01,8.96,2014,1.51,
J0740+6620,slr+14 ,346.531996560761,3,abb+18 ,0.21,0.19,8.83,2014,6.14,
B0740-28,fss73 ,5.9965594774,7,hlk+04 ,-0.09,-1.79,9.38,1973,1184.00,104.00
B0743-53,mlt+78 ,4.654705749,11,nmc81 ,-0.14,-0.55,8.53,1978,7.47,1.62
J0746-4529,bjd+06 ,0.358291285840,7,bjd+06 ,-0.14,-0.78,8.65,2006,,0.13
J0746+66,slr+14 ,2.45296,6,slr+14 ,0.94,0.83,9.90,2014,26.15,
J0749-4247,mld+96 ,0.912865060380,12,dsb+98 ,-0.08,-0.54,8.62,1996,2.51,0.16
J0749-68,kbj+18 ,1.092691610,3,kbj+18 ,-0.04,-0.10,8.48,2018,,0.05
J0750+57,slr+14 ,0.85115,5,slr+14 ,0.82,0.47,9.82,2014,7.61,
J0751+1807,lzc95 ,287.457853995101,4,dcl+16 ,0.40,-0.40,9.46,1995,12.32,3.94
B0751+32,dth78 ,0.6933132465193,10,hlk+04 ,0.66,-0.19,9.79,1978,17.05,1.28
B0756-15,mlt+78 ,1.465705762893,3,hlk+04 ,0.34,-2.19,10.06,1978,60.22,19.09
J0804-3647,bkl+13 ,0.45620710683,4,bkl+13 ,-0.17,-3.21,9.46,2013,,3.25
J0806+08,dsm+13 ,0.484707,0,dsm+13 ,0.64,-0.97,9.94,2013,,
J0806-4123,hmz+04 ,0.0879477624,9,kk09 ,-0.00,-0.00,8.50,2004,,
J0807-5421,bbb+12 ,1.89881758784,11,bbb+12 ,-0.18,-0.87,8.52,2012,,0.32
J0808-3937,bkl+13 ,1.15426885859,4,bkl+13 ,-0.17,-2.52,9.12,2013,,1.42
B0808-47,mlt+78 ,1.827487933317,14,smd93 ,-0.90,-6.38,9.25,1978,1937.52,109.51
J0812-3905,bkl+13 ,2.072126886239,18,bkl+13 ,-0.29,-5.65,9.90,2013,,12.92
B0809+74,cp68 ,0.7738491923691,13,hlk+04 ,0.23,0.24,8.78,1968,14.74,1.87
J0815+0939,clm+05 ,1.55000023848,13,clm+05 ,0.97,-1.27,10.41,2005,22.94,
J0818-3049,bkl+13 ,1.3093429439,9,bkl+13 ,0.02,-0.40,8.65,2013,,0.06
J0818-3232,bjd+06 ,0.462693288405,4,bjd+06 ,0.02,-0.45,8.65,2006,,0.32
B0818-13,vl70 ,0.8076699283629,5,hlk+04 ,0.41,-1.54,9.54,1970,368.22,21.66
J0820-3826,bkl+13 ,8.01048537807,5,bkl+13 ,-0.07,-3.98,9.45,2013,,8.20
J0820-3921,bjd+06 ,0.93147459585,4,bjd+06 ,-0.10,-3.49,9.29,2006,,5.13
B0818-41,mlt+78 ,1.83336361524,7,antt94 ,-0.03,-0.56,8.61,1978,21.12,1.62
J0821-4221,bjd+06 ,2.520617165172,13,bjd+06 ,-0.32,-5.70,9.52,2006,,26.91
J0821-4300,gh09 ,8.86529105448,32,gha13 ,-0.13,-2.17,8.87,2009,,
B0820+02,mlt+78 ,1.1562393852218,11,hlk+04 ,0.29,-0.51,9.06,1978,19.68,2.62
J0824+00,dsm+13 ,101.010101,0,dsm+13 ,0.61,-1.11,9.67,2013,,
B0823+26,cls68 ,1.88444396743,9,hlk+04 ,0.17,-0.08,8.76,1968,7.48,1.02
B0826-34,mlt+78 ,0.54085663363,3,hlk+04 ,0.02,-0.34,8.60,1978,1.96,0.03
J0831-4406,kbm+03 ,3.20848561308,12,kbm+03 ,-0.28,-5.82,9.29,2003,,14.87
J0834-4159,kbm+03 ,8.2565236265,11,kbm+03 ,-0.10,-5.44,9.37,2003,,8.50
J0834-60,ebvb01 ,2.59980,5,ebvb01 ,-0.02,-0.10,8.49,2001,,
J0835-3707,mlc+01 ,1.84704824843,5,mlc+01 ,0.02,-0.54,8.62,2001,,0.08
J0835-42,bbb+12 ,1.354280,0,bbb+12 ,-0.09,-4.16,9.12,2012,,
B0833-45,lvm68 ,11.1946499395,5,dml02 ,-0.01,-0.28,8.53,1968,392.00,82.32
B0834+06,phbc68 ,0.7850721411512,4,hlk+04 ,0.08,-0.11,8.63,1968,3.21,0.18
J0837-24,bbj+11 ,,0,,4.25,-22.75,17.95,2011,,
B0835-41,lvw68 ,1.330453137079,15,wmz+01 ,-0.01,-1.48,8.74,1968,443.25,78.75
J0838-2621,bjd+06 ,3.24064376896,3,bjd+06 ,0.64,-3.77,9.96,2006,,8.36
J0838-3947,mlc+01 ,0.5868731596,3,mlc+01 ,0.08,-5.02,9.42,2001,,2.86
B0839-53,mlt+78 ,1.38770864065,4,dmk+93 ,-0.07,-0.57,8.49,1978,6.17,0.55
B0840-48,mlt+78 ,1.5519418106,3,nmc81 ,-0.22,-3.09,8.65,1978,59.58,10.57
J0843+0719,bjd+06 ,0.73214,3,bjd+06 ,0.98,-1.16,9.91,2006,,
J0843-5022,ebvb01 ,4.78570353797,4,ebvb01 ,-0.13,-1.56,8.54,2001,,1.73
B0844-35,mlt+78 ,0.895979340143,4,hlk+04 ,0.04,-0.52,8.62,1978,4.67,1.46
J0847-4316,mll+06 ,0.167294222511,20,mlk+09 ,0.02,-6.51,9.25,2006,,
J0848+16,dsm+13 ,2.210433,0,dsm+13 ,1.25,-0.95,10.15,2013,,
J0849-6322,ebvb01 ,2.71773651370,4,ebvb01 ,-0.08,-0.37,8.44,2001,,0.14
B0841+80,dtws85 ,0.624130907903,12,hlk+04 ,1.72,2.07,10.41,1985,16.33,
B0853-33,mlt+78 ,0.788932412575,3,hlk+04 ,0.07,-0.48,8.61,1978,1.93,0.15
J0855-4644,kbm+03 ,15.45926440866,10,kbm+03 ,-0.10,-5.63,8.80,2003,,8.91
J0855-4658,kbm+03 ,1.73891153582,13,kbm+03 ,-0.29,-13.72,9.19,2003,,43.42
B0855-61,mlt+78 ,1.0389518020,4,nmc81 ,-0.07,-0.36,8.45,1978,1.51,0.45
J0857-4424,lml+98 ,3.060217021895,19,dsb+98 ,0.04,-2.82,8.72,1998,96.11,7.85
J0900-3144,bjd+06 ,90.011841919358,5,dcl+16 ,0.15,-0.85,8.71,2006,,2.38
J0901-4624,mlc+01 ,2.26246836299,7,mlc+01 ,-0.00,-3.03,8.64,2001,,4.68
B0901-63,mlt+78 ,1.5144324546,5,nmc81 ,-0.07,-0.35,8.44,1978,0.58,0.22
B0903-42,mlt+78 ,1.0360858349,5,nmc81 ,0.03,-0.68,8.56,1978,3.70,0.28
B0904-74,mlt+78 ,1.8196603117,4,nmc81 ,-0.33,-0.94,8.16,1978,12.13,2.21
J0905-4536,mld+96 ,1.0118583757,3,dsb+98 ,0.03,-1.96,8.59,1996,49.94,4.23
J0905-5127,mld+96 ,2.887774414520,17,dsb+98 ,-0.07,-1.33,8.46,1996,21.23,1.86
J0905-6019,bbb+12 ,2.93380591708,7,bbb+12 ,-0.06,-0.35,8.45,2012,,0.04
B0905-51,mlt+78 ,3.94390170534,5,smd93 ,-0.02,-0.34,8.49,1978,4.05,1.97
B0906-17,mlt+78 ,2.4898809777858,11,hlk+04 ,0.27,-0.69,8.80,1978,10.24,2.56
B0906-49,dmd+88 ,9.367278508,3,dmd+88 ,-0.02,-1.00,8.50,1988,28.00,20.00
B0909-71,mlt+78 ,0.7337349556,3,nmc81 ,-0.21,-0.69,8.28,1978,3.66,1.07
B0904+77,th69 ,0.63329,3,th69 ,0.00,0.00,8.50,1969,,
J0912-3851,bbj+11 ,0.6552714627,13,bbb+12 ,0.04,-0.35,8.54,2011,,0.01
J0919-42,bcm+15 ,1.230618,0,bcm+15 ,0.03,-0.33,8.52,2015,,
J0919-6040,bbb+12 ,0.8217090786,5,bbb+12 ,-0.05,-0.35,8.44,2012,,0.03
B0917+63,dtws85 ,0.6377575349233,15,hlk+04 ,0.65,0.36,9.17,1985,5.00,0.50
B0919+06,mlt+78 ,2.32219477708,9,spl13 ,0.65,-0.63,9.12,1978,62.92,12.10
J0922-4949,mlc+01 ,1.052311967403,8,mlc+01 ,0.01,-2.70,8.39,2001,,3.79
J0922-52,mlb+12 ,103.305785,0,mlb+12 ,-0.01,-0.35,8.48,2012,,0.02
J0923-31,bb10 ,,0,,0.09,-0.36,8.57,2010,,
B0922-52,mlt+78 ,1.33995232345,18,nmc81 ,-0.02,-0.51,8.46,1978,3.12,0.29
B0923-58,mlt+78 ,1.35226261821,8,dmk+93 ,-0.01,-0.11,8.48,1978,0.27,0.07
J0927+2345,rtj+96 ,1.31252674625,15,bfrs18 ,0.76,-0.33,9.21,1996,1.19,0.07
J0928+06,dsm+13 ,0.485343,0,dsm+13 ,15.25,-14.45,22.05,2013,,
J0928+30,ttol16 ,0.478034,0,ttol16 ,1.46,-0.39,9.87,2016,,
J0930-2301,kmk+18 ,0.55338239890,3,kmk+18 ,8.61,-22.55,15.00,2018,,
J0931-1902,abb+15 ,215.608810471594,3,abb+18 ,1.46,-3.24,9.61,2015,,5.81
J0932-3217,ebvb01 ,0.51769836154,6,ebvb01 ,0.10,-0.39,8.56,2001,,0.05
J0932-5327,lfl+06 ,0.22767847553,3,lfl+06 ,-0.01,-0.36,8.46,2006,,0.02
J0934-4154,ebvb01 ,1.75312729201,5,ebvb01 ,0.07,-0.53,8.52,2001,,0.08
B0932-52,mlt+78 ,0.692150154227,15,dmk+93 ,-0.00,-0.35,8.47,1978,2.20,0.39
J0940-5428,mlc+01 ,11.4226702411,5,mlc+01 ,-0.01,-0.38,8.45,2001,,0.10
J0941-39,bb10 ,1.70422082455,9,bb10 ,0.06,-0.35,8.51,2010,,
J0941-5244,mld+96 ,1.51847002943,3,dsb+98 ,0.00,-0.40,8.46,1996,1.76,0.08
B0940-55,wvl69 ,1.50519105458,14,smd93 ,-0.01,-0.30,8.46,1969,4.95,0.99
B0941-56,mlt+78 ,1.237428626709,17,smd93 ,-0.02,-0.40,8.43,1978,2.19,0.17
B0940+16,mlt+78 ,0.919609800526,8,hlk+04 ,1.06,-0.62,9.34,1978,15.54,2.89
J0943+2253,tdk+93 ,1.876261648496,3,bfrs18 ,2.62,-1.13,10.63,1993,69.70,4.94
J0943+41,slr+14 ,0.448533,20,slr+14 ,1.91,-0.01,10.16,2014,55.05,
B0942-13,mlt+78 ,1.7535734003402,10,hlk+04 ,0.33,-0.56,8.72,1978,12.38,0.29
J0945-4833,kbm+03 ,3.015812519280,17,kbm+03 ,0.02,-0.35,8.47,2003,,0.05
B0943+10,vazs69 ,0.91099098381,5,hlk+04 ,0.61,-0.46,8.96,1969,3.17,
J0947+2740,rtj+96 ,1.17506907189,7,bfrs18 ,18.98,-5.87,23.68,1996,625.00,81.25
J0949-6902,bbb+12 ,1.56246161188,3,bbb+12 ,-0.34,-1.57,8.00,2012,,0.85
J0952-0607,bph+17 ,707.314434911,16,bph+17 ,1.01,-1.27,9.13,2017,,
B0950-38,mlt+78 ,0.7278999804,3,nmc81 ,0.11,-0.52,8.51,1978,2.39,1.12
B0950+08,phbc68 ,3.951551372963,14,hlk+04 ,0.18,-0.14,8.62,1968,27.25,6.81
J0954-5430,mlc+01 ,2.11490588532,7,mlc+01 ,-0.00,-0.42,8.43,2001,,0.09
B0953-52,mlt+78 ,1.15993437367,7,nmc81 ,0.01,-0.40,8.44,1978,4.64,0.15
J0955-61,ckr+15 ,500.250125,0,ckr+15 ,-0.22,-2.10,7.99,2015,,
J0957-06,kkl+15 ,0.58015,3,kkl+15 ,1.45,-1.80,9.35,2015,,
J0957-5432,mlc+01 ,4.91263619475,13,mlc+01 ,0.00,-0.44,8.43,2001,,0.04
B0957-47,mlt+78 ,1.4923462922,5,nmc81 ,0.03,-0.36,8.46,1978,2.07,0.52
J1000-5149,kbm+03 ,3.91118330957,4,kbm+03 ,0.01,-0.13,8.48,2003,,0.00
B0959-54,wvl69 ,0.69609640244,6,smd93 ,0.00,-0.30,8.45,1969,7.20,0.90
J1001-5559,mlc+01 ,0.601982905120,14,mlc+01 ,-0.00,-0.42,8.42,2001,,0.26
J1001-5939,lfl+06 ,0.129305212778,13,lfl+06 ,-0.08,-1.21,8.22,2006,,0.23
J1002-5559,mlc+01 ,1.2861721336,4,mlc+01 ,-0.03,-3.21,7.88,2001,,1.28
J1002-5919,ncb+15 ,1.4015628057,12,ncb+15 ,-0.18,-3.09,7.80,2015,,1.71
B1001-47,mlt+78 ,3.2565684197,4,nmc81 ,0.04,-0.37,8.46,1978,0.82,0.20
J1005+30,ttm+18 ,,0,,1.52,-0.34,9.57,2018,,
J1006-6311,lml+98 ,1.1964621075,3,dsb+98 ,-0.25,-2.28,7.87,1998,22.66,
J1010+15,dsm+13 ,,0,,19.42,-10.38,20.33,2013,,
B1010-23,mlt+78 ,0.397149259359,6,hlk+04 ,0.44,-0.87,8.62,1978,3.94,
J1012-4235,ckr+15 ,322.476620,0,ckr+15 ,0.07,-0.36,8.47,2015,,
J1012+5307,nll+95 ,190.2678376220576,5,lwj+09 ,0.54,0.15,8.92,1995,14.70,1.57
J1012-5830,kbm+03 ,0.46869334353,7,kbm+03 ,-0.09,-2.72,7.85,2003,,0.63
B1011-58,jlm+92 ,1.2196438331,5,jml+95 ,-0.12,-3.09,7.75,1992,151.69,18.20
J1013-5934,kbm+03 ,2.25784279953,3,kbm+03 ,-0.14,-3.04,7.73,2003,,25.63
J1014-48,bbj+11 ,0.66278,9,bbj+11 ,0.04,-0.37,8.45,2011,,
J1015-5719,kbm+03 ,7.1488991067,3,kbm+03 ,-0.03,-2.66,7.88,2003,,22.36
B1014-53,mlt+78 ,1.2994041123,4,nmc81 ,0.01,-0.12,8.48,1978,0.05,0.02
J1016-5819,mlc+01 ,11.38509258710,11,mlc+01 ,-0.06,-2.52,7.89,2001,,2.41
J1016-5857,cbm+01 ,9.31216108951,13,hfs+04 ,-0.10,-3.06,7.73,2001,,8.99
B1015-56,mlt+78 ,1.9862597879,4,nmc81 ,0.02,-3.42,7.73,1978,184.80,22.18
J1017-7156,kjb+12 ,427.621905105409,6,nbb+14 ,-0.06,-0.23,8.41,2012,,0.07
B1016-16,dtws85 ,0.554110267968,3,hlk+04 ,13.47,-20.62,12.78,1985,3187.50,437.50
J1019-5749,kbm+03 ,6.1538950064,4,kbm+03 ,-0.13,-10.59,5.89,2003,,452.31
J1020-5921,kbm+03 ,0.80755526467,8,kbm+03 ,-0.03,-0.91,8.26,2003,,0.18
J1020-6026,lfl+06 ,7.1184555765,4,lfl+06 ,-0.16,-3.14,7.64,2006,,2.66
J1021-5601,hfs+04 ,1.4924787334,3,hfs+04 ,0.04,-2.37,7.95,2004,,2.18
J1022+1001,cnst96 ,60.7794479636137,3,rhc+16 ,0.88,-0.56,8.94,1996,25.54,7.79
J1022-5813,kbm+03 ,0.60837390099,19,kbm+03 ,-0.06,-4.11,7.45,2003,,3.60
J1023+0038,asr+09 ,592.42145906986,10,akh+13 ,0.98,-0.85,8.93,2009,,
J1023-5746,sdz+10 ,8.970827684,7,sdz+10 ,-0.01,-2.02,7.99,2010,,
J1024-0719,bjb+97 ,193.7156863776279,8,abb+18 ,0.79,-0.88,8.79,1997,6.85,0.45
J1028-5819,kjk+08 ,10.94053230,17,kjk+08 ,-0.01,-1.37,8.13,2008,,0.48
J1031-6117,kbm+03 ,3.26359214120,11,kbm+03 ,-0.17,-3.23,7.52,2003,,1.37
J1032-5206,hfs+04 ,0.415347538228,19,hfs+04 ,0.19,-2.04,8.05,2004,,0.84
B1030-58,mlt+78 ,2.15420669,4,nmc81 ,-0.05,-2.89,7.68,1978,126.84,9.97
J1034-3224,mld+96 ,0.869118997779,7,hlk+04 ,0.62,-1.52,8.45,1996,110.27,21.52
J1035-6345,kbm+03 ,1.725397065370,18,kbm+03 ,-0.18,-2.05,7.81,2003,,1.13
J1035-6720,cpw+18 ,348.18864014054,8,cpw+18 ,-0.20,-1.36,8.00,2018,,0.09
J1036-4926,mld+96 ,1.95936998246,4,dsb+98 ,0.31,-2.24,8.04,1996,48.02,4.27
J1036-6559,bbb+12 ,1.8744076182,3,bbb+12 ,-0.24,-1.92,7.81,2012,,1.26
J1036-8317,ckr+15 ,293.427230,0,ckr+15 ,-0.34,-0.76,8.08,2015,,
J1038+0032,bjd+06 ,34.66017334965,10,bjd+06 ,4.45,-3.63,10.03,2006,,7.06
B1036-58,jlm+92 ,1.51059205845,3,jml+95 ,-0.00,-0.88,8.24,1992,,1.95
B1039-19,mlt+78 ,0.7213091662526,12,hlk+04 ,1.40,-2.10,8.66,1978,179.23,14.72
B1039-55,mlt+78 ,0.8540737478,3,nmc81 ,0.15,-2.69,7.77,1978,108.98,4.83
J1043-6116,kbm+03 ,3.46498311121,7,kbm+03 ,-0.11,-2.90,7.54,2003,,13.02
J1044-5737,sdz+10 ,7.192749594,2,sdz+10 ,0.04,-1.82,7.96,2010,,
J1045-4509,bhl+94 ,133.793149554823,14,rhc+16 ,0.07,-0.33,8.44,1994,1.73,0.22
J1046+0304,bjd+06 ,3.06493262635,4,bjd+06 ,4.54,-3.29,9.94,2006,,10.06
B1044-57,mlt+78 ,2.7068969576,5,nmc81 ,0.03,-2.24,7.81,1978,98.56,7.67
J1047-3032,lml+98 ,3.027293603866,17,hlk+04 ,0.91,-1.94,8.38,1998,36.98,5.08
J1047-6709,lml+98 ,5.03901582561,3,dsb+98 ,-0.22,-1.63,7.87,1998,12.39,9.60
J1048+2339,cck+16 ,214.35478538736,7,drc+16 ,1.77,-0.51,9.28,2016,,0.70
B1046-58,jlm+92 ,8.08599240181,15,wmp+00 ,0.03,-2.77,7.63,1992,,76.53
J1048-5838,kle+10 ,0.812146609824,3,jcs+17 ,0.01,-0.96,8.20,2010,,
J1049-5833,mlc+01 ,0.45406557389,5,mlc+01 ,0.03,-2.86,7.59,2001,,6.30
J1050-5953,scs86 ,0.154988861,13,kgc+01 ,-0.08,-8.55,5.68,1986,,
J1052-5954,kbm+03 ,5.5373591568,4,kbm+03 ,-0.02,-2.98,7.50,2003,,1.45
J1052-6348,hfs+04 ,2.60531718877,10,hfs+04 ,-0.13,-1.86,7.81,2004,,0.44
J1054-5943,kbm+03 ,2.88260068591,11,kbm+03 ,-0.00,-2.44,7.67,2003,,2.06
J1054-5946,bbb+12 ,4.37973627453,16,bbb+12 ,-0.01,-2.21,7.75,2012,,1.09
J1054-6452,hfs+04 ,0.54347721486,6,hfs+04 ,-0.20,-2.18,7.67,2004,,1.37
J1055-6022,hfs+04 ,1.0553439136,3,hfs+04 ,-0.04,-3.40,7.32,2004,,2.59
J1055-6028,kel+09 ,10.0340320774,4,kel+09 ,-0.05,-3.62,7.24,2009,,13.94
J1055-6236,kbm+03 ,2.22898127379,15,kbm+03 ,-0.09,-1.76,7.86,2003,,0.42
J1055-6905,ebvb01 ,0.34253649110,4,ebvb01 ,-0.30,-1.85,7.72,2001,,1.24
J1056-5709,mlc+01 ,1.47911075457,16,mlc+01 ,0.12,-2.91,7.56,2001,,1.03
B1054-62,mlt+78 ,2.36715979367,9,smd93 ,-0.12,-2.25,7.67,1978,259.20,195.84
J1056-7117,nbb+14 ,38.0088284880,10,nbb+14 ,-0.31,-1.52,7.83,2014,,0.97
J1057-4754,ebvb01 ,1.591581479875,18,jbo+09 ,0.12,-0.61,8.35,2001,,
B1055-52,vl72 ,5.0733708820,4,nmc81 ,0.01,-0.09,8.48,1972,0.65,0.04
J1057-5851,cwp+17 ,1.6119541713,3,cwp+17 ,0.00,-0.00,8.50,2017,,
B1056-78,mlt+78 ,0.7421689150,3,nmc81 ,-0.43,-1.22,7.86,1978,13.48,1.24
J1058-5957,kbm+03 ,1.62266467308,5,kbm+03 ,-0.01,-2.45,7.65,2003,,4.02
B1056-57,mlt+78 ,0.84388261601,3,dmk+93 ,0.06,-1.56,7.98,1978,51.10,5.38
J1101-6101,htg+14 ,15.9235474,14,htg+14 ,-0.11,-6.58,6.10,2014,,
J1101-6424,ncb+15 ,195.72256536982,8,ncb+15 ,-0.15,-2.02,7.71,2015,,1.27
J1101+65,slr+14 ,0.27538,5,slr+14 ,1.42,0.82,9.47,2014,37.54,
J1103-5403,kjr+11 ,294.749654528,3,kjr+11 ,0.16,-1.60,8.00,2011,,0.51
J1103-6025,kbm+03 ,2.52151642157,4,kbm+03 ,-0.01,-2.24,7.69,2003,,0.96
J1104-6103,kmj+96 ,3.55991857227,3,kmj+96 ,-0.02,-1.25,8.04,1996,8.84,0.42
J1105-43,bbb+12 ,2.848191,0,bbb+12 ,0.04,-0.13,8.47,2012,,0.00
J1105-6037,cwp+17 ,5.12982912390,8,cwp+17 ,-0.00,-0.00,8.50,2017,,
J1105-6107,kbm+97 ,15.8245521708,20,wmp+00 ,-0.03,-2.21,7.67,1997,,6.68
J1106-6438,hfs+04 ,0.36792650225,4,hfs+04 ,-0.15,-1.99,7.70,2004,,0.88
J1107-5907,lfl+06 ,3.95611366927,8,lfl+06 ,0.00,-0.10,8.46,2006,,0.00
B1105-59,mlt+78 ,0.6593996580,6,nmc81 ,0.02,-1.79,7.84,1978,25.54,1.09
J1107-6143,kbm+03 ,0.55574214058,13,kbm+03 ,-0.07,-2.75,7.45,2003,,3.28
B1107-56,jlm+92 ,1.79130338771,3,jml+95 ,0.15,-2.31,7.69,1992,,19.81
J1110+58,slr+14 ,1.26048,4,slr+14 ,20.17,8.52,20.56,2014,1000.00,
J1112-6103,mlc+01 ,15.3936498245,6,mlc+01 ,-0.04,-4.19,6.87,2001,,46.57
B1110-65,mlt+78 ,2.9921052724,6,nmc81 ,-0.23,-2.32,7.51,1978,121.62,10.88
B1110-69,mlt+78 ,1.2187925069,3,nmc81 ,-0.30,-1.87,7.65,1978,56.24,2.60
B1112-60,jlm+92 ,1.13530622055,3,jml+95 ,-0.03,-5.10,6.50,1992,,141.14
B1112+50,fss73 ,0.6037044172606,9,hlk+04 ,0.80,0.20,8.91,1973,10.16,2.54
J1115-6052,mlc+01 ,3.84946054015,12,mlc+01 ,-0.00,-2.03,7.70,2001,,2.28
J1116-2444,kmk+18 ,1.15214158684,7,kmk+18 ,0.47,-0.71,8.41,2018,,
B1114-41,mlt+78 ,1.060267870514,8,antt94 ,0.09,-0.26,8.43,1978,2.04,0.47
J1117-6154,kbm+03 ,1.97981715324,20,kbm+03 ,-0.07,-3.68,7.01,2003,,25.22
J1117-6447,kbm+03 ,0.8655970492,3,kbm+03 ,-0.18,-2.52,7.42,2003,,1.06
J1119-6127,ckl+00 ,2.4512027814,5,wje11 ,-0.08,-7.78,5.33,2000,,76.91
B1118-79,mlt+78 ,0.43848164052,14,nmc81 ,-0.24,-0.68,8.13,1978,4.59,0.46
J1120-3618,rb13 ,180.180180,0,rb13 ,0.37,-0.85,8.30,2013,,
B1119-54,mlt+78 ,1.86642680940,11,nmc81 ,0.24,-2.17,7.71,1978,129.18,8.07
J1123-4844,lml+98 ,4.08432533371,12,dsb+98 ,0.37,-1.73,7.93,1998,27.68,3.46
J1123-6102,mlc+01 ,1.56192953538,5,mlc+01 ,0.00,-3.22,7.16,2001,,13.40
J1123-6259,lml+98 ,3.68413613509,3,wmp+00 ,-0.07,-2.01,7.64,1998,52.76,2.45
J1123-6651,lml+98 ,4.29227964746,4,dsb+98 ,-0.16,-1.52,7.81,1998,22.58,1.69
J1124-3653,hrm+11 ,414.937759,0,hrm+11 ,0.42,-0.93,8.27,2011,0.33,
J1124-5638,kbm+03 ,5.3890932493,4,kbm+03 ,0.20,-2.45,7.55,2003,,2.16
J1124-5916,cmg+02 ,7.381334652,9,rkp+11 ,0.15,-4.63,6.62,2002,,2.00
J1124-6421,kbm+03 ,2.0872530880,4,kbm+03 ,-0.14,-2.47,7.41,2003,,1.39
J1125-5825,kjv+10 ,322.350432991279,16,nbb+14 ,0.08,-1.61,7.85,2010,,2.60
J1125-6014,fsk+04 ,380.17309999077,11,lfl+06 ,0.02,-0.91,8.12,2004,,0.05
J1125+7819,slr+14 ,238.004053182933,10,abb+18 ,0.54,0.55,8.93,2014,13.24,
J1126-27,kkl+15 ,2.79204,7,kkl+15 ,0.23,-0.37,8.43,2015,,
J1126-38,kbj+18 ,1.126697,13,kbj+18 ,0.37,-0.91,8.25,2018,,
B1124-60,jlm+92 ,4.93250089912,8,jml+95 ,0.01,-2.24,7.56,1992,,8.27
J1126-6942,lml+98 ,1.7258744047,6,dsb+98 ,-0.17,-1.05,7.99,1998,12.53,0.42
J1128-6219,kbm+03 ,1.9380464291,5,kbm+03 ,-0.13,-6.79,5.55,2003,,14.79
J1129-53,bb10 ,0.940840,5,bb10 ,0.19,-1.35,7.99,2010,,
J1130-5826,kbm+03 ,6.16053837508,12,kbm+03 ,0.12,-2.22,7.58,2003,,1.05
J1130-5925,mlc+01 ,1.46846364391,11,mlc+01 ,0.08,-2.20,7.58,2001,,0.69
J1130-6807,lml+98 ,3.900874118388,13,dsb+98 ,-0.22,-1.77,7.66,1998,31.05,2.13
J1132-46,bbb+12 ,3.073141,0,bbb+12 ,0.63,-2.42,7.66,2012,,
J1132-5627,kbm+03 ,5.7088623902,4,kbm+03 ,0.24,-2.69,7.41,2003,,0.76
B1131-62,jlm+92 ,0.97763642902,9,jml+95 ,-0.17,-6.79,5.45,1992,,388.52
J1135-49,bbj+11 ,,0,,0.43,-1.95,7.77,2011,,
J1135-6055,sbd+11 ,8.7,0,sbd+11 ,0.00,-0.00,8.50,2011,,
B1133+16,phbc68 ,0.8418124429095,18,hlk+04 ,0.33,-0.11,8.56,1968,31.48,2.45
B1133-55,mlt+78 ,2.74193778529,16,smd93 ,0.16,-1.40,7.93,1978,53.14,13.86
J1137-6700,lml+98 ,1.79786252078,7,dsb+98 ,-0.23,-2.33,7.37,1998,94.64,10.14
J1138-6207,mlc+01 ,8.50602014261,18,mlc+01 ,-0.06,-6.55,5.51,2001,,29.55
J1141-3107,mld+96 ,1.857245468053,14,dsb+98 ,0.38,-0.65,8.32,1996,6.08,0.49
J1141-3322,lml+98 ,3.43091382310,4,hlk+04 ,0.85,-1.58,8.03,1998,27.38,5.48
J1141-6545,klm+00a ,2.538723048486,4,mks+10 ,-0.20,-2.70,7.20,2000,,21.60
J1142+0119,rap+12 ,197.238659,0,rap+12 ,1.87,-1.11,8.55,2012,,
J1142-6230,mlc+01 ,1.7908842305,3,mlc+01 ,-0.04,-3.15,7.02,2001,,3.15
